path	subsystem	document_sections	user_visible_behavior	current_role	existing_nexent_equivalent	target_pr	port_strategy	security_classification	tests_to_keep	tests_to_rewrite	tests_to_drop	generated	confidence	evidence	notes
doc/docs/zh/developer-guide/assets/nl2agent-frontend-rendering-flow.svg	documentation	§1-18	Documents current implementation	Snapshot design/walkthrough/review asset	Clean reconstruction documents	OMIT	OMIT_FROM_CLEAN_BRANCH	NONE	N/A	N/A	N/A	no	HIGH	git diff 4e7d9fe..5375990a -- doc/docs/zh/developer-guide/assets/nl2agent-frontend-rendering-flow.svg; design §1-18	Historical evidence only; do not port as production
doc/docs/zh/developer-guide/environment-setup.md	documentation	§1-18	Documents current implementation	Snapshot design/walkthrough/review asset	Clean reconstruction documents	OMIT	OMIT_FROM_CLEAN_BRANCH	NONE	N/A	N/A	N/A	no	HIGH	git diff 4e7d9fe..5375990a -- doc/docs/zh/developer-guide/environment-setup.md; design §1-18	Historical evidence only; do not port as production
doc/docs/zh/developer-guide/nl2agent-code-smell-review.md	documentation	§1-18	Documents current implementation	Snapshot design/walkthrough/review asset	Clean reconstruction documents	OMIT	OMIT_FROM_CLEAN_BRANCH	NONE	N/A	N/A	N/A	no	HIGH	git diff 4e7d9fe..5375990a -- doc/docs/zh/developer-guide/nl2agent-code-smell-review.md; design §1-18	Historical evidence only; do not port as production
doc/docs/zh/developer-guide/nl2agent-code-walkthrough.md	documentation	§1-18	Documents current implementation	Snapshot design/walkthrough/review asset	Clean reconstruction documents	OMIT	OMIT_FROM_CLEAN_BRANCH	NONE	N/A	N/A	N/A	no	HIGH	git diff 4e7d9fe..5375990a -- doc/docs/zh/developer-guide/nl2agent-code-walkthrough.md; design §1-18	Historical evidence only; do not port as production
doc/docs/zh/developer-guide/nl2agent-design.md	documentation	§1-18	Documents current implementation	Snapshot design/walkthrough/review asset	Clean reconstruction documents	OMIT	OMIT_FROM_CLEAN_BRANCH	NONE	N/A	N/A	N/A	no	HIGH	git diff 4e7d9fe..5375990a -- doc/docs/zh/developer-guide/nl2agent-design.md; design §1-18	Historical evidence only; do not port as production
doc/docs/zh/developer-guide/nl2agent-gap-merge-plan.md	documentation	§1-18	Documents current implementation	Snapshot design/walkthrough/review asset	Clean reconstruction documents	OMIT	OMIT_FROM_CLEAN_BRANCH	NONE	N/A	N/A	N/A	no	HIGH	git diff 4e7d9fe..5375990a -- doc/docs/zh/developer-guide/nl2agent-gap-merge-plan.md; design §1-18	Historical evidence only; do not port as production
frontend/app/[locale]/agents/components/AgentManageComp.tsx	frontend core/recovery	§3 §6 §11 §12	Builder entry chat integration and recovery	Frontend entry/chat/API/i18n integration	Existing chat Provider services i18n proxy	PR1_CORE_WORKFLOW	PORT_MINIMAL	BASELINE_CORRECTNESS	Entry IDs recovery routing visible labels	Generated types and one Provider	Prototype handoff/duplicate infrastructure	no	HIGH	git diff 4e7d9fe..5375990a -- frontend/app/[locale]/agents/components/AgentManageComp.tsx; design §3 §6 §11 §12	-
frontend/app/[locale]/agents/components/AgentSelectorHeader.tsx	frontend core/recovery	§3 §6 §11 §12	Builder entry chat integration and recovery	Frontend entry/chat/API/i18n integration	Existing chat Provider services i18n proxy	PR1_CORE_WORKFLOW	PORT_MINIMAL	BASELINE_CORRECTNESS	Entry IDs recovery routing visible labels	Generated types and one Provider	Prototype handoff/duplicate infrastructure	no	HIGH	git diff 4e7d9fe..5375990a -- frontend/app/[locale]/agents/components/AgentSelectorHeader.tsx; design §3 §6 §11 §12	-
frontend/app/[locale]/chat/internal/chatInterface.tsx	frontend core/recovery	§3 §6 §11 §12	Builder entry chat integration and recovery	Frontend entry/chat/API/i18n integration	Existing chat Provider services i18n proxy	PR1_CORE_WORKFLOW	PORT_MINIMAL	BASELINE_CORRECTNESS	Entry IDs recovery routing visible labels	Generated types and one Provider	Prototype handoff/duplicate infrastructure	no	HIGH	git diff 4e7d9fe..5375990a -- frontend/app/[locale]/chat/internal/chatInterface.tsx; design §3 §6 §11 §12	-
frontend/app/[locale]/chat/streaming/chatStreamFinalMessage.tsx	Card delivery/rendering	§11 §12	Strict Card render registration Delivery retry	Card parser/renderer/stream lifecycle	Existing Markdown/chat final-message boundary	PR5_DELIVERY_RECOVERY_AND_RELEASE	CONSOLIDATE	BASELINE_CORRECTNESS	Strict schema latest message registration receipt retry	One verifier/AST/coordinator	Fallback/duplicate parser-only assertions where unneeded	no	HIGH	git diff 4e7d9fe..5375990a -- frontend/app/[locale]/chat/streaming/chatStreamFinalMessage.tsx; design §11 §12	-
frontend/app/[locale]/chat/streaming/chatStreamMain.tsx	Card delivery/rendering	§11 §12	Strict Card render registration Delivery retry	Card parser/renderer/stream lifecycle	Existing Markdown/chat final-message boundary	PR5_DELIVERY_RECOVERY_AND_RELEASE	CONSOLIDATE	BASELINE_CORRECTNESS	Strict schema latest message registration receipt retry	One verifier/AST/coordinator	Fallback/duplicate parser-only assertions where unneeded	no	HIGH	git diff 4e7d9fe..5375990a -- frontend/app/[locale]/chat/streaming/chatStreamMain.tsx; design §11 §12	-
frontend/app/[locale]/chat/streaming/taskWindow.tsx	Card delivery/rendering	§11 §12	Strict Card render registration Delivery retry	Card parser/renderer/stream lifecycle	Existing Markdown/chat final-message boundary	PR5_DELIVERY_RECOVERY_AND_RELEASE	CONSOLIDATE	BASELINE_CORRECTNESS	Strict schema latest message registration receipt retry	One verifier/AST/coordinator	Fallback/duplicate parser-only assertions where unneeded	no	HIGH	git diff 4e7d9fe..5375990a -- frontend/app/[locale]/chat/streaming/taskWindow.tsx; design §11 §12	-
frontend/app/[locale]/mcp-space/components/add/AddMcpServiceModal.tsx	MCP installation/binding	§9.3 §10.4 §10.5 §14	MCP search configuration install health discovery bind/skip	MCP integration/service/UI	remote_mcp_service, Tool discovery and ToolInstance persistence	PR4_INSTALLATION_AND_BINDING	OMIT_FROM_CLEAN_BRANCH	MIXED	Install/discover/bind/idempotency/recovery	Redis/wrapper/mock-call details	Prototype modal prefill compatibility	no	HIGH	git diff 4e7d9fe..5375990a -- frontend/app/[locale]/mcp-space/components/add/AddMcpServiceModal.tsx; design §9.3 §10.4 §10.5 §14	Current final flow uses dedicated trusted configuration Card
frontend/app/[locale]/mcp-space/components/add/local/AddMcpServiceLocalSection.tsx	MCP installation/binding	§9.3 §10.4 §10.5 §14	MCP search configuration install health discovery bind/skip	MCP integration/service/UI	remote_mcp_service, Tool discovery and ToolInstance persistence	PR4_INSTALLATION_AND_BINDING	OMIT_FROM_CLEAN_BRANCH	MIXED	Install/discover/bind/idempotency/recovery	Redis/wrapper/mock-call details	Prototype modal prefill compatibility	no	HIGH	git diff 4e7d9fe..5375990a -- frontend/app/[locale]/mcp-space/components/add/local/AddMcpServiceLocalSection.tsx; design §9.3 §10.4 §10.5 §14	Current final flow uses dedicated trusted configuration Card
frontend/components/common/__tests__/markdownHeadings.vitest.test.ts	frontend core/recovery	§3 §6 §11 §12	Builder entry chat integration and recovery	Frontend behavior/test infrastructure	Existing chat Provider services i18n proxy	PR5_DELIVERY_RECOVERY_AND_RELEASE	CONSOLIDATE	BASELINE_CORRECTNESS	Entry IDs recovery routing visible labels	Generated types and one Provider	Prototype handoff/duplicate infrastructure	no	HIGH	git diff 4e7d9fe..5375990a -- frontend/components/common/__tests__/markdownHeadings.vitest.test.ts; design §3 §6 §11 §12	-
frontend/components/common/markdownHeadings.tsx	frontend core/recovery	§3 §6 §11 §12	Builder entry chat integration and recovery	Frontend entry/chat/API/i18n integration	Existing chat Provider services i18n proxy	PR1_CORE_WORKFLOW	PORT_MINIMAL	BASELINE_CORRECTNESS	Entry IDs recovery routing visible labels	Generated types and one Provider	Prototype handoff/duplicate infrastructure	no	HIGH	git diff 4e7d9fe..5375990a -- frontend/components/common/markdownHeadings.tsx; design §3 §6 §11 §12	-
frontend/components/common/markdownRenderer.tsx	Card delivery/rendering	§11 §12	Strict Card render registration Delivery retry	Card parser/renderer/stream lifecycle	Existing Markdown/chat final-message boundary	PR5_DELIVERY_RECOVERY_AND_RELEASE	CONSOLIDATE	BASELINE_CORRECTNESS	Strict schema latest message registration receipt retry	One verifier/AST/coordinator	Fallback/duplicate parser-only assertions where unneeded	no	HIGH	git diff 4e7d9fe..5375990a -- frontend/components/common/markdownRenderer.tsx; design §11 §12	-
frontend/components/nl2agent/AgentIdentityCard.tsx	core workflow/finalize	§7 §10.1 §10.2 §10.6	Requirements models identity review Finalize	Workflow/evaluator/service/Card	Existing Agent/model/resource transaction services	PR1_CORE_WORKFLOW	CONSOLIDATE	BASELINE_CORRECTNESS	Stage gates persisted truth draft_ready	Facade/projection/mock details	Duplicate implementation assertions	no	HIGH	git diff 4e7d9fe..5375990a -- frontend/components/nl2agent/AgentIdentityCard.tsx; design §7 §10.1 §10.2 §10.6	-
frontend/components/nl2agent/FinalizeCard.tsx	core workflow/finalize	§7 §10.1 §10.2 §10.6	Requirements models identity review Finalize	Workflow/evaluator/service/Card	Existing Agent/model/resource transaction services	PR1_CORE_WORKFLOW	CONSOLIDATE	BASELINE_CORRECTNESS	Stage gates persisted truth draft_ready	Facade/projection/mock details	Duplicate implementation assertions	no	HIGH	git diff 4e7d9fe..5375990a -- frontend/components/nl2agent/FinalizeCard.tsx; design §7 §10.1 §10.2 §10.6	-
frontend/components/nl2agent/LocalResourcesCard.tsx	local resources	§9.2 §10.3 §14.2	Local Tool/Skill search configure Apply/Skip	Local resource search/config/binding	list_all_tools, ToolConfigurationService, ToolInstance/SkillInstance	PR2_LOCAL_RESOURCES	REWRITE_USING_EXISTING_NEXENT_SERVICE	BASELINE_CORRECTNESS	Search/config/atomic binding/secret behavior	Reservations/Redis/wrapper calls	Duplicate mock-only assertions	no	HIGH	git diff 4e7d9fe..5375990a -- frontend/components/nl2agent/LocalResourcesCard.tsx; design §9.2 §10.3 §14.2	-
frontend/components/nl2agent/ModelSelectionCard.tsx	core workflow/finalize	§7 §10.1 §10.2 §10.6	Requirements models identity review Finalize	Workflow/evaluator/service/Card	Existing Agent/model/resource transaction services	PR1_CORE_WORKFLOW	CONSOLIDATE	BASELINE_CORRECTNESS	Stage gates persisted truth draft_ready	Facade/projection/mock details	Duplicate implementation assertions	no	HIGH	git diff 4e7d9fe..5375990a -- frontend/components/nl2agent/ModelSelectionCard.tsx; design §7 §10.1 §10.2 §10.6	-
frontend/components/nl2agent/Nl2AgentWorkflowContext.tsx	frontend recovery/continuation	§6.2 §12	Refresh Conversation switch hidden continuation	Provider/hook/chat state integration	Existing chat selected Conversation and run/history	PR5_DELIVERY_RECOVERY_AND_RELEASE	CONSOLIDATE	BASELINE_CORRECTNESS	Scope recovery busy ordering hidden send	Single Provider/coordinator generated types	sessionStorage authority and duplicated maps	no	HIGH	git diff 4e7d9fe..5375990a -- frontend/components/nl2agent/Nl2AgentWorkflowContext.tsx; design §6.2 §12	-
frontend/components/nl2agent/OnlineConfigurationBar.tsx	MCP installation/binding	§9.3 §10.4 §10.5 §14	MCP search configuration install health discovery bind/skip	MCP integration/service/UI	remote_mcp_service, Tool discovery and ToolInstance persistence	PR4_INSTALLATION_AND_BINDING	REWRITE_USING_EXISTING_NEXENT_SERVICE	MIXED	Install/discover/bind/idempotency/recovery	Redis/wrapper/mock-call details	Advanced-only or duplicate assertions	no	HIGH	git diff 4e7d9fe..5375990a -- frontend/components/nl2agent/OnlineConfigurationBar.tsx; design §9.3 §10.4 §10.5 §14	Baseline correctness remains
frontend/components/nl2agent/RequirementsSummaryCard.tsx	core workflow/finalize	§7 §10.1 §10.2 §10.6	Requirements models identity review Finalize	Workflow/evaluator/service/Card	Existing Agent/model/resource transaction services	PR1_CORE_WORKFLOW	CONSOLIDATE	BASELINE_CORRECTNESS	Stage gates persisted truth draft_ready	Facade/projection/mock details	Duplicate implementation assertions	no	HIGH	git diff 4e7d9fe..5375990a -- frontend/components/nl2agent/RequirementsSummaryCard.tsx; design §7 §10.1 §10.2 §10.6	-
frontend/components/nl2agent/WebMcpCard.tsx	MCP installation/binding	§9.3 §10.4 §10.5 §14	MCP search configuration install health discovery bind/skip	MCP integration/service/UI	remote_mcp_service, Tool discovery and ToolInstance persistence	PR4_INSTALLATION_AND_BINDING	REWRITE_USING_EXISTING_NEXENT_SERVICE	MIXED	Install/discover/bind/idempotency/recovery	Redis/wrapper/mock-call details	Advanced-only or duplicate assertions	no	HIGH	git diff 4e7d9fe..5375990a -- frontend/components/nl2agent/WebMcpCard.tsx; design §9.3 §10.4 §10.5 §14	Baseline correctness remains
frontend/components/nl2agent/WebMcpInstallConfiguration.tsx	MCP installation/binding	§9.3 §10.4 §10.5 §14	MCP search configuration install health discovery bind/skip	MCP integration/service/UI	remote_mcp_service, Tool discovery and ToolInstance persistence	PR4_INSTALLATION_AND_BINDING	REWRITE_USING_EXISTING_NEXENT_SERVICE	MIXED	Install/discover/bind/idempotency/recovery	Redis/wrapper/mock-call details	Advanced-only or duplicate assertions	no	HIGH	git diff 4e7d9fe..5375990a -- frontend/components/nl2agent/WebMcpInstallConfiguration.tsx; design §9.3 §10.4 §10.5 §14	Baseline correctness remains
frontend/components/nl2agent/WebSkillCard.tsx	Skill catalog/installation	§9.4 §10.5 §14	Official/local Skill search install recovery and binding	Skill provider/service/UI integration	Existing SkillService, official ZIP installer and SkillInstance	PR4_INSTALLATION_AND_BINDING	REWRITE_USING_EXISTING_NEXENT_SERVICE	BASELINE_CORRECTNESS	Tenant scope resource_missing install/bind/retry	Wrapper mocks and status projection	Duplicate implementation assertions	no	HIGH	git diff 4e7d9fe..5375990a -- frontend/components/nl2agent/WebSkillCard.tsx; design §9.4 §10.5 §14	-
frontend/components/nl2agent/__tests__/cardDeliveryPresentation.vitest.test.ts	Card delivery/rendering	§11 §12	Strict Card render registration Delivery retry	Card behavior tests	Existing Markdown/chat final-message boundary	PR5_DELIVERY_RECOVERY_AND_RELEASE	CONSOLIDATE	BASELINE_CORRECTNESS	Strict schema latest message registration receipt retry	One verifier/AST/coordinator	Fallback/duplicate parser-only assertions where unneeded	no	HIGH	git diff 4e7d9fe..5375990a -- frontend/components/nl2agent/__tests__/cardDeliveryPresentation.vitest.test.ts; design §11 §12	-
frontend/components/nl2agent/__tests__/cardLifecycle.vitest.test.tsx	Card delivery/rendering	§11 §12	Strict Card render registration Delivery retry	Card behavior tests	Existing Markdown/chat final-message boundary	PR5_DELIVERY_RECOVERY_AND_RELEASE	CONSOLIDATE	BASELINE_CORRECTNESS	Strict schema latest message registration receipt retry	One verifier/AST/coordinator	Fallback/duplicate parser-only assertions where unneeded	no	HIGH	git diff 4e7d9fe..5375990a -- frontend/components/nl2agent/__tests__/cardLifecycle.vitest.test.tsx; design §11 §12	-
frontend/components/nl2agent/__tests__/cardValidation.vitest.test.ts	Card delivery/rendering	§11 §12	Strict Card render registration Delivery retry	Card behavior tests	Existing Markdown/chat final-message boundary	PR5_DELIVERY_RECOVERY_AND_RELEASE	CONSOLIDATE	BASELINE_CORRECTNESS	Strict schema latest message registration receipt retry	One verifier/AST/coordinator	Fallback/duplicate parser-only assertions where unneeded	no	HIGH	git diff 4e7d9fe..5375990a -- frontend/components/nl2agent/__tests__/cardValidation.vitest.test.ts; design §11 §12	-
frontend/components/nl2agent/__tests__/finalMessageCardDeliveryIntegration.vitest.test.tsx	Card delivery/rendering	§11 §12	Strict Card render registration Delivery retry	Card behavior tests	Existing Markdown/chat final-message boundary	PR5_DELIVERY_RECOVERY_AND_RELEASE	CONSOLIDATE	BASELINE_CORRECTNESS	Strict schema latest message registration receipt retry	One verifier/AST/coordinator	Fallback/duplicate parser-only assertions where unneeded	no	HIGH	git diff 4e7d9fe..5375990a -- frontend/components/nl2agent/__tests__/finalMessageCardDeliveryIntegration.vitest.test.tsx; design §11 §12	-
frontend/components/nl2agent/__tests__/localResourceConfig.vitest.test.tsx	local resources	§9.2 §10.3 §14.2	Local Tool/Skill search configure Apply/Skip	Local resource behavior tests	list_all_tools, ToolConfigurationService, ToolInstance/SkillInstance	PR2_LOCAL_RESOURCES	CONSOLIDATE	BASELINE_CORRECTNESS	Search/config/atomic binding/secret behavior	Reservations/Redis/wrapper calls	Duplicate mock-only assertions	no	HIGH	git diff 4e7d9fe..5375990a -- frontend/components/nl2agent/__tests__/localResourceConfig.vitest.test.tsx; design §9.2 §10.3 §14.2	-
frontend/components/nl2agent/__tests__/nl2agentCards.test.tsx	Card delivery/rendering	§11 §12	Strict Card render registration Delivery retry	Card behavior tests	Existing Markdown/chat final-message boundary	PR5_DELIVERY_RECOVERY_AND_RELEASE	CONSOLIDATE	BASELINE_CORRECTNESS	Strict schema latest message registration receipt retry	One verifier/AST/coordinator	Fallback/duplicate parser-only assertions where unneeded	no	HIGH	git diff 4e7d9fe..5375990a -- frontend/components/nl2agent/__tests__/nl2agentCards.test.tsx; design §11 §12	-
frontend/components/nl2agent/__tests__/persistedCardState.vitest.test.tsx	Card delivery/rendering	§11 §12	Strict Card render registration Delivery retry	Card behavior tests	Existing Markdown/chat final-message boundary	PR5_DELIVERY_RECOVERY_AND_RELEASE	CONSOLIDATE	BASELINE_CORRECTNESS	Strict schema latest message registration receipt retry	One verifier/AST/coordinator	Fallback/duplicate parser-only assertions where unneeded	no	HIGH	git diff 4e7d9fe..5375990a -- frontend/components/nl2agent/__tests__/persistedCardState.vitest.test.tsx; design §11 §12	-
frontend/components/nl2agent/__tests__/registrationLifecycle.vitest.test.tsx	frontend core/recovery	§3 §6 §11 §12	Builder entry chat integration and recovery	Frontend behavior/test infrastructure	Existing chat Provider services i18n proxy	PR5_DELIVERY_RECOVERY_AND_RELEASE	CONSOLIDATE	BASELINE_CORRECTNESS	Entry IDs recovery routing visible labels	Generated types and one Provider	Prototype handoff/duplicate infrastructure	no	HIGH	git diff 4e7d9fe..5375990a -- frontend/components/nl2agent/__tests__/registrationLifecycle.vitest.test.tsx; design §3 §6 §11 §12	-
frontend/components/nl2agent/__tests__/sendRequest.vitest.test.ts	frontend core/recovery	§3 §6 §11 §12	Builder entry chat integration and recovery	Frontend behavior/test infrastructure	Existing chat Provider services i18n proxy	PR5_DELIVERY_RECOVERY_AND_RELEASE	CONSOLIDATE	BASELINE_CORRECTNESS	Entry IDs recovery routing visible labels	Generated types and one Provider	Prototype handoff/duplicate infrastructure	no	HIGH	git diff 4e7d9fe..5375990a -- frontend/components/nl2agent/__tests__/sendRequest.vitest.test.ts; design §3 §6 §11 §12	-
frontend/components/nl2agent/__tests__/sessionDiscovery.vitest.test.ts	frontend recovery/continuation	§6.2 §12	Refresh Conversation switch hidden continuation	Recovery/continuation behavior tests	Existing chat selected Conversation and run/history	PR5_DELIVERY_RECOVERY_AND_RELEASE	CONSOLIDATE	BASELINE_CORRECTNESS	Scope recovery busy ordering hidden send	Single Provider/coordinator generated types	sessionStorage authority and duplicated maps	no	HIGH	git diff 4e7d9fe..5375990a -- frontend/components/nl2agent/__tests__/sessionDiscovery.vitest.test.ts; design §6.2 §12	-
frontend/components/nl2agent/__tests__/sessionRecovery.vitest.test.tsx	frontend recovery/continuation	§6.2 §12	Refresh Conversation switch hidden continuation	Recovery/continuation behavior tests	Existing chat selected Conversation and run/history	PR5_DELIVERY_RECOVERY_AND_RELEASE	CONSOLIDATE	BASELINE_CORRECTNESS	Scope recovery busy ordering hidden send	Single Provider/coordinator generated types	sessionStorage authority and duplicated maps	no	HIGH	git diff 4e7d9fe..5375990a -- frontend/components/nl2agent/__tests__/sessionRecovery.vitest.test.tsx; design §6.2 §12	-
frontend/components/nl2agent/cardPayloadTypes.ts	Card delivery/rendering	§11 §12	Strict Card render registration Delivery retry	Card parser/renderer/stream lifecycle	Existing Markdown/chat final-message boundary	GENERATED	REGENERATE	BASELINE_CORRECTNESS	Strict schema latest message registration receipt retry	Generate from canonical Card/OpenAPI sources	Handwritten duplicate type definitions	yes	HIGH	git diff 4e7d9fe..5375990a -- frontend/components/nl2agent/cardPayloadTypes.ts; design §11 §12	Do not hand-port; replace with generated types
frontend/components/nl2agent/cardValidation.ts	Card delivery/rendering	§11 §12	Strict Card render registration Delivery retry	Card parser/renderer/stream lifecycle	Existing Markdown/chat final-message boundary	PR5_DELIVERY_RECOVERY_AND_RELEASE	CONSOLIDATE	BASELINE_CORRECTNESS	Strict schema latest message registration receipt retry	One verifier/AST/coordinator	Fallback/duplicate parser-only assertions where unneeded	no	HIGH	git diff 4e7d9fe..5375990a -- frontend/components/nl2agent/cardValidation.ts; design §11 §12	-
frontend/components/nl2agent/finalMessageCardDelivery.ts	Card delivery/rendering	§11 §12	Strict Card render registration Delivery retry	Card parser/renderer/stream lifecycle	Existing Markdown/chat final-message boundary	PR5_DELIVERY_RECOVERY_AND_RELEASE	CONSOLIDATE	BASELINE_CORRECTNESS	Strict schema latest message registration receipt retry	One verifier/AST/coordinator	Fallback/duplicate parser-only assertions where unneeded	no	HIGH	git diff 4e7d9fe..5375990a -- frontend/components/nl2agent/finalMessageCardDelivery.ts; design §11 §12	-
frontend/components/nl2agent/index.tsx	frontend core/recovery	§3 §6 §11 §12	Builder entry chat integration and recovery	Frontend entry/chat/API/i18n integration	Existing chat Provider services i18n proxy	PR1_CORE_WORKFLOW	PORT_MINIMAL	BASELINE_CORRECTNESS	Entry IDs recovery routing visible labels	Generated types and one Provider	Prototype handoff/duplicate infrastructure	no	HIGH	git diff 4e7d9fe..5375990a -- frontend/components/nl2agent/index.tsx; design §3 §6 §11 §12	-
frontend/components/nl2agent/useNl2AgentCardLifecycle.ts	Card delivery/rendering	§11 §12	Strict Card render registration Delivery retry	Card parser/renderer/stream lifecycle	Existing Markdown/chat final-message boundary	PR5_DELIVERY_RECOVERY_AND_RELEASE	CONSOLIDATE	BASELINE_CORRECTNESS	Strict schema latest message registration receipt retry	One verifier/AST/coordinator	Fallback/duplicate parser-only assertions where unneeded	no	HIGH	git diff 4e7d9fe..5375990a -- frontend/components/nl2agent/useNl2AgentCardLifecycle.ts; design §11 §12	-
frontend/components/nl2agent/webMcpTypes.ts	MCP installation/binding	§9.3 §10.4 §10.5 §14	MCP search configuration install health discovery bind/skip	MCP integration/service/UI	remote_mcp_service, Tool discovery and ToolInstance persistence	GENERATED	REGENERATE	MIXED	Install/discover/bind/idempotency/recovery	Generate from canonical Card/OpenAPI sources	Handwritten duplicate type definitions	yes	HIGH	git diff 4e7d9fe..5375990a -- frontend/components/nl2agent/webMcpTypes.ts; design §9.3 §10.4 §10.5 §14	Do not hand-port; replace with generated types
frontend/contracts/generated/nl2agent-api.ts	generated contracts	§11 §13 §15	Strict synchronized Card and API contracts	Generated artifact	FastAPI OpenAPI and contract generation	GENERATED	REGENERATE	BASELINE_CORRECTNESS	Schema/API behavior	Regeneration/drift tests	Snapshot-specific text	yes	HIGH	git diff 4e7d9fe..5375990a -- frontend/contracts/generated/nl2agent-api.ts; design §11 §13 §15	-
frontend/contracts/generated/nl2agent-card.schema.json	generated contracts	§11 §13 §15	Strict synchronized Card and API contracts	Generated artifact	FastAPI OpenAPI and contract generation	GENERATED	REGENERATE	BASELINE_CORRECTNESS	Schema/API behavior	Regeneration/drift tests	Snapshot-specific text	yes	HIGH	git diff 4e7d9fe..5375990a -- frontend/contracts/generated/nl2agent-card.schema.json; design §11 §13 §15	-
frontend/hooks/useNl2AgentSessionRecovery.ts	frontend recovery/continuation	§6.2 §12	Refresh Conversation switch hidden continuation	Provider/hook/chat state integration	Existing chat selected Conversation and run/history	PR5_DELIVERY_RECOVERY_AND_RELEASE	CONSOLIDATE	BASELINE_CORRECTNESS	Scope recovery busy ordering hidden send	Single Provider/coordinator generated types	sessionStorage authority and duplicated maps	no	HIGH	git diff 4e7d9fe..5375990a -- frontend/hooks/useNl2AgentSessionRecovery.ts; design §6.2 §12	-
frontend/lib/chat/nl2agentContinuation.ts	frontend recovery/continuation	§6.2 §12	Refresh Conversation switch hidden continuation	Provider/hook/chat state integration	Existing chat selected Conversation and run/history	PR5_DELIVERY_RECOVERY_AND_RELEASE	CONSOLIDATE	BASELINE_CORRECTNESS	Scope recovery busy ordering hidden send	Single Provider/coordinator generated types	sessionStorage authority and duplicated maps	no	HIGH	git diff 4e7d9fe..5375990a -- frontend/lib/chat/nl2agentContinuation.ts; design §6.2 §12	-
frontend/lib/chat/nl2agentDraftContext.ts	frontend recovery/continuation	§6.2 §12	Refresh Conversation switch hidden continuation	Provider/hook/chat state integration	Existing chat selected Conversation and run/history	PR5_DELIVERY_RECOVERY_AND_RELEASE	CONSOLIDATE	BASELINE_CORRECTNESS	Scope recovery busy ordering hidden send	Single Provider/coordinator generated types	sessionStorage authority and duplicated maps	no	HIGH	git diff 4e7d9fe..5375990a -- frontend/lib/chat/nl2agentDraftContext.ts; design §6.2 §12	-
frontend/lib/chat/nl2agentSendRequest.ts	frontend recovery/continuation	§6.2 §12	Refresh Conversation switch hidden continuation	Provider/hook/chat state integration	Existing chat selected Conversation and run/history	PR5_DELIVERY_RECOVERY_AND_RELEASE	CONSOLIDATE	BASELINE_CORRECTNESS	Scope recovery busy ordering hidden send	Single Provider/coordinator generated types	sessionStorage authority and duplicated maps	no	HIGH	git diff 4e7d9fe..5375990a -- frontend/lib/chat/nl2agentSendRequest.ts; design §6.2 §12	-
frontend/package.json	frontend contracts/tests	§11 §15 §17	Contract generation/check and Card browser tests	Adds Ajv, OpenAPI generator, Vitest/testing-library and scripts	Existing npm checks	PR5_DELIVERY_RECOVERY_AND_RELEASE	PORT_MINIMAL	BASELINE_CORRECTNESS	Ajv, generation and behavior-test gates	Integrate with existing check-all	Duplicate standalone config if repository test config exists	no	HIGH	git diff 4e7d9fe..5375990a -- frontend/package.json; design §15 §17	Keep only dependencies used by final stack
frontend/public/locales/en/common.json	frontend core/recovery	§3 §6 §11 §12	Builder entry chat integration and recovery	Frontend entry/chat/API/i18n integration	Existing chat Provider services i18n proxy	PR1_CORE_WORKFLOW	PORT_MINIMAL	BASELINE_CORRECTNESS	Entry IDs recovery routing visible labels	Generated types and one Provider	Prototype handoff/duplicate infrastructure	no	HIGH	git diff 4e7d9fe..5375990a -- frontend/public/locales/en/common.json; design §3 §6 §11 §12	-
frontend/public/locales/zh/common.json	frontend core/recovery	§3 §6 §11 §12	Builder entry chat integration and recovery	Frontend entry/chat/API/i18n integration	Existing chat Provider services i18n proxy	PR1_CORE_WORKFLOW	PORT_MINIMAL	BASELINE_CORRECTNESS	Entry IDs recovery routing visible labels	Generated types and one Provider	Prototype handoff/duplicate infrastructure	no	HIGH	git diff 4e7d9fe..5375990a -- frontend/public/locales/zh/common.json; design §3 §6 §11 §12	-
frontend/scripts/sync-nl2agent-contracts.mjs	generated contracts	§11 §13 §15	Strict synchronized Card and API contracts	Canonical source/generator	FastAPI OpenAPI and contract generation	GENERATED	REGENERATE	BASELINE_CORRECTNESS	Schema/API behavior	Regeneration/drift tests	Snapshot-specific text	no	HIGH	git diff 4e7d9fe..5375990a -- frontend/scripts/sync-nl2agent-contracts.mjs; design §11 §13 §15	-
frontend/server.js	frontend core/recovery	§3 §6 §11 §12	Builder entry chat integration and recovery	Frontend entry/chat/API/i18n integration	Existing chat Provider services i18n proxy	PR1_CORE_WORKFLOW	PORT_MINIMAL	BASELINE_CORRECTNESS	Entry IDs recovery routing visible labels	Generated types and one Provider	Prototype handoff/duplicate infrastructure	no	HIGH	git diff 4e7d9fe..5375990a -- frontend/server.js; design §3 §6 §11 §12	-
frontend/services/api.ts	frontend core/recovery	§3 §6 §11 §12	Builder entry chat integration and recovery	Frontend entry/chat/API/i18n integration	Existing chat Provider services i18n proxy	PR1_CORE_WORKFLOW	PORT_MINIMAL	BASELINE_CORRECTNESS	Entry IDs recovery routing visible labels	Generated types and one Provider	Prototype handoff/duplicate infrastructure	no	HIGH	git diff 4e7d9fe..5375990a -- frontend/services/api.ts; design §3 §6 §11 §12	-
